city,time,pm2_5,pm10,ozone
Delhi,2025-12-13 01:00:00,52.9,56.5,90
Delhi,2025-12-13 01:00:00,232.8,233.3,9
Delhi,2025-12-13 02:00:00,61.0,64.7,84
Delhi,2025-12-13 02:00:00,61.0,64.7,84
Delhi,2025-12-13 02:00:00,250.5,251.5,10
Delhi,2025-12-13 03:00:00,56.5,59.1,86
Delhi,2025-12-13 03:00:00,56.5,59.1,86
Delhi,2025-12-13 03:00:00,271.9,271.9,34
Delhi,2025-12-13 04:00:00,31.5,34.3,107
Delhi,2025-12-13 04:00:00,31.5,34.3,107
Delhi,2025-12-13 04:00:00,215.1,215.6,104
Delhi,2025-12-13 05:00:00,24.4,26.8,136
Delhi,2025-12-13 05:00:00,24.4,26.8,136
Delhi,2025-12-13 05:00:00,175.6,176.5,196
Delhi,2025-12-13 06:00:00,22.8,24.7,159
Delhi,2025-12-13 06:00:00,22.8,24.7,159
Delhi,2025-12-13 06:00:00,135.5,136.4,266
Delhi,2025-12-13 07:00:00,23.0,24.7,169
Delhi,2025-12-13 07:00:00,23.0,24.7,169
Delhi,2025-12-13 07:00:00,106.2,107.1,295
Delhi,2025-12-13 08:00:00,23.1,24.9,172
Delhi,2025-12-13 08:00:00,23.1,24.9,172
Delhi,2025-12-13 08:00:00,92.2,93.4,301
Delhi,2025-12-13 09:00:00,23.1,24.8,170
Delhi,2025-12-13 09:00:00,23.1,24.8,170
Delhi,2025-12-13 09:00:00,88.2,89.6,292
Delhi,2025-12-13 10:00:00,22.9,24.7,161
Delhi,2025-12-13 10:00:00,22.9,24.7,161
Delhi,2025-12-13 10:00:00,87.5,88.7,265
Delhi,2025-12-13 11:00:00,23.2,24.9,145
Delhi,2025-12-13 11:00:00,23.2,24.9,145
Delhi,2025-12-13 11:00:00,110.8,112.0,222
Delhi,2025-12-13 12:00:00,27.8,29.2,129
Delhi,2025-12-13 12:00:00,27.8,29.2,129
Delhi,2025-12-13 12:00:00,149.0,150.4,178
Delhi,2025-12-13 13:00:00,34.1,35.5,110
Delhi,2025-12-13 13:00:00,34.1,35.5,110
Delhi,2025-12-13 13:00:00,192.8,194.2,131
Delhi,2025-12-13 14:00:00,38.0,39.2,91
Delhi,2025-12-13 14:00:00,38.0,39.2,91
Delhi,2025-12-13 14:00:00,227.2,228.2,83
Delhi,2025-12-13 15:00:00,39.8,41.2,77
Delhi,2025-12-13 15:00:00,39.8,41.2,77
Delhi,2025-12-13 15:00:00,239.3,240.3,49
Delhi,2025-12-13 16:00:00,41.2,42.6,74
Delhi,2025-12-13 16:00:00,41.2,42.6,74
Delhi,2025-12-13 16:00:00,231.4,231.9,40
Delhi,2025-12-13 17:00:00,42.6,44.0,77
Delhi,2025-12-13 17:00:00,42.6,44.0,77
Delhi,2025-12-13 17:00:00,217.5,218.4,46
Delhi,2025-12-13 18:00:00,42.7,44.2,82
Delhi,2025-12-13 18:00:00,42.7,44.2,82
Delhi,2025-12-13 18:00:00,204.4,205.4,51
Delhi,2025-12-13 19:00:00,42.1,43.7,88
Delhi,2025-12-13 19:00:00,42.1,43.7,88
Delhi,2025-12-13 19:00:00,194.2,195.1,51
Delhi,2025-12-13 20:00:00,42.1,43.7,96
Delhi,2025-12-13 20:00:00,42.1,43.7,96
Delhi,2025-12-13 20:00:00,189.5,190.5,50
Delhi,2025-12-13 21:00:00,42.8,44.4,102
Delhi,2025-12-13 21:00:00,42.8,44.4,102
Delhi,2025-12-13 21:00:00,188.6,189.1,48
Delhi,2025-12-13 22:00:00,43.5,45.2,107
Delhi,2025-12-13 22:00:00,43.5,45.2,107
Delhi,2025-12-13 22:00:00,187.7,188.6,45
Delhi,2025-12-13 23:00:00,44.4,45.9,111
Delhi,2025-12-13 23:00:00,44.4,45.9,111
Delhi,2025-12-13 23:00:00,187.7,188.6,42
Delhi,2025-12-14 00:00:00,45.8,47.4,112
Delhi,2025-12-14 00:00:00,45.8,47.4,112
Delhi,2025-12-14 00:00:00,189.1,189.5,40
Delhi,2025-12-14 01:00:00,50.1,51.6,108
Delhi,2025-12-14 01:00:00,50.1,51.6,108
Delhi,2025-12-14 01:00:00,197.0,197.4,30
Delhi,2025-12-14 02:00:00,59.8,61.2,101
Delhi,2025-12-14 02:00:00,59.8,61.2,101
Delhi,2025-12-14 02:00:00,218.4,218.9,21
Delhi,2025-12-14 03:00:00,52.7,53.8,102
Delhi,2025-12-14 03:00:00,52.7,53.8,102
Delhi,2025-12-14 03:00:00,241.2,242.1,38
Delhi,2025-12-14 04:00:00,34.7,36.0,119
Delhi,2025-12-14 04:00:00,34.7,36.0,119
Delhi,2025-12-14 04:00:00,198.8,199.3,105
Delhi,2025-12-14 05:00:00,31.5,32.9,143
Delhi,2025-12-14 05:00:00,31.5,32.9,143
Delhi,2025-12-14 05:00:00,167.6,168.1,199
Delhi,2025-12-14 06:00:00,27.9,29.3,161
Delhi,2025-12-14 06:00:00,27.9,29.3,161
Delhi,2025-12-14 06:00:00,140.2,140.6,269
Delhi,2025-12-14 07:00:00,26.6,28.0,168
Delhi,2025-12-14 07:00:00,26.6,28.0,168
Delhi,2025-12-14 07:00:00,118.0,119.2,298
Delhi,2025-12-14 08:00:00,26.1,27.7,170
Delhi,2025-12-14 08:00:00,26.1,27.7,170
Delhi,2025-12-14 08:00:00,102.7,104.1,305
Delhi,2025-12-14 09:00:00,26.0,27.6,166
Delhi,2025-12-14 09:00:00,26.0,27.6,166
Delhi,2025-12-14 09:00:00,94.1,95.2,295
Delhi,2025-12-14 10:00:00,25.7,27.5,157
Delhi,2025-12-14 10:00:00,25.7,27.5,157
Delhi,2025-12-14 10:00:00,89.4,90.8,265
Delhi,2025-12-14 11:00:00,26.0,27.8,142
Delhi,2025-12-14 11:00:00,26.0,27.8,142
Delhi,2025-12-14 11:00:00,99.0,100.1,219
Delhi,2025-12-14 12:00:00,31.2,32.6,126
Delhi,2025-12-14 12:00:00,31.2,32.6,126
Delhi,2025-12-14 12:00:00,130.4,131.8,173
Delhi,2025-12-14 13:00:00,38.1,39.6,107
Delhi,2025-12-14 13:00:00,38.1,39.6,107
Delhi,2025-12-14 13:00:00,161.1,162.1,128
Delhi,2025-12-14 14:00:00,42.5,43.9,86
Delhi,2025-12-14 14:00:00,42.5,43.9,86
Delhi,2025-12-14 14:00:00,190.9,191.9,83
Delhi,2025-12-14 15:00:00,45.6,47.0,72
Delhi,2025-12-14 15:00:00,45.6,47.0,72
Delhi,2025-12-14 15:00:00,215.6,216.5,49
Delhi,2025-12-14 16:00:00,48.3,49.7,68
Delhi,2025-12-14 16:00:00,48.3,49.7,68
Delhi,2025-12-14 16:00:00,236.6,237.5,32
Delhi,2025-12-14 17:00:00,49.9,51.3,71
Delhi,2025-12-14 17:00:00,49.9,51.3,71
Delhi,2025-12-14 17:00:00,252.4,253.3,27
Delhi,2025-12-14 18:00:00,50.3,51.8,75
Delhi,2025-12-14 18:00:00,50.3,51.8,75
Delhi,2025-12-14 18:00:00,258.0,259.8,24
Delhi,2025-12-14 19:00:00,49.9,51.5,80
Delhi,2025-12-14 19:00:00,49.9,51.5,80
Delhi,2025-12-14 19:00:00,253.3,254.3,22
Delhi,2025-12-14 20:00:00,50.3,51.9,87
Delhi,2025-12-14 20:00:00,50.3,51.9,87
Delhi,2025-12-14 20:00:00,243.1,244.9,22
Delhi,2025-12-14 21:00:00,51.0,52.7,93
Delhi,2025-12-14 21:00:00,51.0,52.7,93
Delhi,2025-12-14 21:00:00,230.5,231.4,24
Delhi,2025-12-14 22:00:00,51.8,53.6,98
Delhi,2025-12-14 22:00:00,51.8,53.6,98
Delhi,2025-12-14 22:00:00,214.7,215.6,26
Delhi,2025-12-14 23:00:00,52.6,54.4,102
Delhi,2025-12-14 23:00:00,52.6,54.4,102
Delhi,2025-12-14 23:00:00,196.5,197.4,29
Delhi,2025-12-15 00:00:00,54.4,56.1,104
Delhi,2025-12-15 00:00:00,54.4,56.1,104
Delhi,2025-12-15 00:00:00,181.6,182.5,32
Delhi,2025-12-15 01:00:00,59.3,61.0,101
Delhi,2025-12-15 01:00:00,59.3,61.0,101
Delhi,2025-12-15 01:00:00,177.9,178.8,31
Delhi,2025-12-15 02:00:00,69.6,71.5,97
Delhi,2025-12-15 02:00:00,69.6,71.5,97
Delhi,2025-12-15 02:00:00,185.8,187.2,31
Delhi,2025-12-15 03:00:00,58.0,59.1,101
Delhi,2025-12-15 03:00:00,58.0,59.1,101
Delhi,2025-12-15 03:00:00,183.0,183.9,46
Delhi,2025-12-15 04:00:00,41.6,43.0,121
Delhi,2025-12-15 04:00:00,41.6,43.0,121
Delhi,2025-12-15 04:00:00,158.3,159.3,93
Delhi,2025-12-15 05:00:00,36.9,38.3,148
Delhi,2025-12-15 05:00:00,36.9,38.3,148
Delhi,2025-12-15 05:00:00,131.3,132.2,156
Delhi,2025-12-15 06:00:00,33.9,35.4,168
Delhi,2025-12-15 06:00:00,33.9,35.4,168
Delhi,2025-12-15 06:00:00,93.6,95.2,200
Delhi,2025-12-15 07:00:00,32.6,34.2,174
Delhi,2025-12-15 07:00:00,32.6,34.2,174
Delhi,2025-12-15 07:00:00,64.0,65.7,210
Delhi,2025-12-15 08:00:00,32.4,34.0,172
Delhi,2025-12-15 08:00:00,32.4,34.0,172
Delhi,2025-12-15 08:00:00,49.4,51.1,201
Delhi,2025-12-15 09:00:00,32.2,34.0,167
Delhi,2025-12-15 09:00:00,32.2,34.0,167
Delhi,2025-12-15 09:00:00,44.4,46.1,185
Delhi,2025-12-15 10:00:00,32.5,34.2,156
Delhi,2025-12-15 10:00:00,32.5,34.2,156
Delhi,2025-12-15 10:00:00,43.3,44.9,162
Delhi,2025-12-15 11:00:00,33.3,35.0,142
Delhi,2025-12-15 11:00:00,33.3,35.0,142
Delhi,2025-12-15 11:00:00,45.4,46.8,132
Delhi,2025-12-15 12:00:00,37.1,38.5,131
Delhi,2025-12-15 12:00:00,37.1,38.5,131
Delhi,2025-12-15 12:00:00,56.9,58.1,111
Hyderabad,2025-12-11 00:00:00,29.5,30.4,92
Hyderabad,2025-12-11 00:00:00,29.5,30.4,92
Hyderabad,2025-12-11 00:00:00,29.5,30.4,92
Hyderabad,2025-12-11 01:00:00,29.0,29.7,86
Hyderabad,2025-12-11 01:00:00,29.0,29.7,86
Hyderabad,2025-12-11 01:00:00,29.0,29.7,86
Hyderabad,2025-12-11 02:00:00,30.2,30.7,79
Hyderabad,2025-12-11 02:00:00,30.2,30.7,79
Hyderabad,2025-12-11 02:00:00,30.2,30.7,79
Hyderabad,2025-12-11 03:00:00,27.1,27.4,82
Hyderabad,2025-12-11 03:00:00,27.1,27.4,82
Hyderabad,2025-12-11 03:00:00,27.1,27.4,82
Hyderabad,2025-12-11 04:00:00,21.7,22.0,105
Hyderabad,2025-12-11 04:00:00,21.7,22.0,105
Hyderabad,2025-12-11 04:00:00,21.7,22.0,105
Hyderabad,2025-12-11 05:00:00,18.5,18.9,139
Hyderabad,2025-12-11 05:00:00,18.5,18.9,139
Hyderabad,2025-12-11 05:00:00,18.5,18.9,139
Hyderabad,2025-12-11 06:00:00,16.8,17.2,163
Hyderabad,2025-12-11 06:00:00,16.8,17.2,163
Hyderabad,2025-12-11 06:00:00,16.8,17.2,163
Hyderabad,2025-12-11 07:00:00,16.3,16.6,171
Hyderabad,2025-12-11 07:00:00,16.3,16.6,171
Hyderabad,2025-12-11 07:00:00,16.3,16.6,171
Hyderabad,2025-12-11 08:00:00,15.7,16.0,169
Hyderabad,2025-12-11 08:00:00,15.7,16.0,169
Hyderabad,2025-12-11 08:00:00,15.7,16.0,169
Hyderabad,2025-12-11 09:00:00,15.0,15.3,163
Hyderabad,2025-12-11 09:00:00,15.0,15.3,163
Hyderabad,2025-12-11 09:00:00,15.0,15.3,163
Hyderabad,2025-12-11 10:00:00,14.6,15.0,152
Hyderabad,2025-12-11 10:00:00,14.6,15.0,152
Hyderabad,2025-12-11 10:00:00,14.6,15.0,152
Hyderabad,2025-12-11 11:00:00,14.6,15.0,136
Hyderabad,2025-12-11 11:00:00,14.6,15.0,136
Hyderabad,2025-12-11 11:00:00,14.6,15.0,136
Hyderabad,2025-12-11 12:00:00,18.1,18.4,119
Hyderabad,2025-12-11 12:00:00,18.1,18.4,119
Hyderabad,2025-12-11 12:00:00,18.1,18.4,119
Hyderabad,2025-12-11 13:00:00,24.0,24.3,102
Hyderabad,2025-12-11 13:00:00,24.0,24.3,102
Hyderabad,2025-12-11 13:00:00,24.0,24.3,102
Hyderabad,2025-12-11 14:00:00,27.8,28.2,84
Hyderabad,2025-12-11 14:00:00,27.8,28.2,84
Hyderabad,2025-12-11 14:00:00,27.8,28.2,84
Hyderabad,2025-12-11 15:00:00,30.3,30.7,72
Hyderabad,2025-12-11 15:00:00,30.3,30.7,72
Hyderabad,2025-12-11 15:00:00,30.3,30.7,72
Hyderabad,2025-12-11 16:00:00,32.5,32.9,68
Hyderabad,2025-12-11 16:00:00,32.5,32.9,68
Hyderabad,2025-12-11 16:00:00,32.5,32.9,68
Hyderabad,2025-12-11 17:00:00,34.9,35.5,68
Hyderabad,2025-12-11 17:00:00,34.9,35.5,68
Hyderabad,2025-12-11 17:00:00,34.9,35.5,68
Hyderabad,2025-12-11 18:00:00,36.6,37.3,70
Hyderabad,2025-12-11 18:00:00,36.6,37.3,70
Hyderabad,2025-12-11 18:00:00,36.6,37.3,70
Hyderabad,2025-12-11 19:00:00,36.8,37.6,72
Hyderabad,2025-12-11 19:00:00,36.8,37.6,72
Hyderabad,2025-12-11 19:00:00,36.8,37.6,72
Hyderabad,2025-12-11 20:00:00,37.0,38.0,74
Hyderabad,2025-12-11 20:00:00,37.0,38.0,74
Hyderabad,2025-12-11 20:00:00,37.0,38.0,74
Hyderabad,2025-12-11 21:00:00,37.4,38.4,77
Hyderabad,2025-12-11 21:00:00,37.4,38.4,77
Hyderabad,2025-12-11 21:00:00,37.4,38.4,77
Hyderabad,2025-12-11 22:00:00,37.1,38.3,80
Hyderabad,2025-12-11 22:00:00,37.1,38.3,80
Hyderabad,2025-12-11 22:00:00,37.1,38.3,80
Hyderabad,2025-12-11 23:00:00,36.9,38.2,82
Hyderabad,2025-12-11 23:00:00,36.9,38.2,82
Hyderabad,2025-12-11 23:00:00,36.9,38.2,82
Hyderabad,2025-12-12 00:00:00,37.0,38.5,83
Hyderabad,2025-12-12 00:00:00,37.0,38.5,83
Hyderabad,2025-12-12 00:00:00,37.0,38.5,83
Hyderabad,2025-12-12 01:00:00,40.5,42.1,77
Hyderabad,2025-12-12 01:00:00,40.5,42.1,77
Hyderabad,2025-12-12 01:00:00,40.5,42.1,77
Hyderabad,2025-12-12 02:00:00,48.8,50.4,69
Hyderabad,2025-12-12 02:00:00,48.8,50.4,69
Hyderabad,2025-12-12 02:00:00,48.8,50.4,69
Hyderabad,2025-12-12 03:00:00,42.0,43.1,72
Hyderabad,2025-12-12 03:00:00,42.0,43.1,72
Hyderabad,2025-12-12 03:00:00,42.0,43.1,72
Hyderabad,2025-12-12 04:00:00,24.4,25.7,96
Hyderabad,2025-12-12 04:00:00,24.4,25.7,96
Hyderabad,2025-12-12 04:00:00,24.4,25.7,96
Hyderabad,2025-12-12 05:00:00,19.5,20.8,131
Hyderabad,2025-12-12 05:00:00,19.5,20.8,131
Hyderabad,2025-12-12 05:00:00,19.5,20.8,131
Hyderabad,2025-12-12 06:00:00,18.2,19.8,157
Hyderabad,2025-12-12 06:00:00,18.2,19.8,157
Hyderabad,2025-12-12 06:00:00,18.2,19.8,157
Hyderabad,2025-12-12 07:00:00,18.1,20.0,168
Hyderabad,2025-12-12 07:00:00,18.1,20.0,168
Hyderabad,2025-12-12 07:00:00,18.1,20.0,168
Hyderabad,2025-12-12 08:00:00,18.1,20.1,171
Hyderabad,2025-12-12 08:00:00,18.1,20.1,171
Hyderabad,2025-12-12 08:00:00,18.1,20.1,171
Hyderabad,2025-12-12 09:00:00,18.2,20.3,169
Hyderabad,2025-12-12 09:00:00,18.2,20.3,169
Hyderabad,2025-12-12 09:00:00,18.2,20.3,169
Hyderabad,2025-12-12 10:00:00,18.6,20.7,160
Hyderabad,2025-12-12 10:00:00,18.6,20.7,160
Hyderabad,2025-12-12 10:00:00,18.6,20.7,160
Hyderabad,2025-12-12 11:00:00,19.3,21.3,146
Hyderabad,2025-12-12 11:00:00,19.3,21.3,146
Hyderabad,2025-12-12 11:00:00,19.3,21.3,146
Hyderabad,2025-12-12 12:00:00,23.9,25.6,130
Hyderabad,2025-12-12 12:00:00,23.9,25.6,130
Hyderabad,2025-12-12 12:00:00,23.9,25.6,130
Hyderabad,2025-12-12 13:00:00,30.6,32.4,112
Hyderabad,2025-12-12 13:00:00,30.6,32.4,112
Hyderabad,2025-12-12 13:00:00,30.6,32.4,112
Hyderabad,2025-12-12 14:00:00,35.4,37.3,93
Hyderabad,2025-12-12 14:00:00,35.4,37.3,93
Hyderabad,2025-12-12 14:00:00,35.4,37.3,93
Hyderabad,2025-12-12 15:00:00,38.9,40.7,79
Hyderabad,2025-12-12 15:00:00,38.9,40.7,79
Hyderabad,2025-12-12 15:00:00,38.9,40.7,79
Hyderabad,2025-12-12 16:00:00,41.4,43.5,74
Hyderabad,2025-12-12 16:00:00,41.4,43.5,74
Hyderabad,2025-12-12 16:00:00,41.4,43.5,74
Hyderabad,2025-12-12 17:00:00,44.6,46.9,74
Hyderabad,2025-12-12 17:00:00,44.6,46.9,74
Hyderabad,2025-12-12 17:00:00,44.6,46.9,74
Hyderabad,2025-12-12 18:00:00,46.7,49.1,76
Hyderabad,2025-12-12 18:00:00,46.7,49.1,76
Hyderabad,2025-12-12 18:00:00,46.7,49.1,76
Hyderabad,2025-12-12 19:00:00,46.7,49.4,79
Hyderabad,2025-12-12 19:00:00,46.7,49.4,79
Hyderabad,2025-12-12 19:00:00,46.7,49.4,79
Hyderabad,2025-12-12 20:00:00,47.0,49.8,83
Hyderabad,2025-12-12 20:00:00,47.0,49.8,83
Hyderabad,2025-12-12 20:00:00,47.0,49.8,83
Hyderabad,2025-12-12 21:00:00,47.6,50.5,87
Hyderabad,2025-12-12 21:00:00,47.6,50.5,87
Hyderabad,2025-12-12 21:00:00,47.6,50.5,87
Hyderabad,2025-12-12 22:00:00,48.3,51.5,91
Hyderabad,2025-12-12 22:00:00,48.3,51.5,91
Hyderabad,2025-12-12 22:00:00,48.3,51.5,91
Hyderabad,2025-12-12 23:00:00,49.1,52.4,94
Hyderabad,2025-12-12 23:00:00,49.1,52.4,94
Hyderabad,2025-12-12 23:00:00,49.1,52.4,94
Hyderabad,2025-12-13 00:00:00,49.7,53.2,95
Hyderabad,2025-12-13 00:00:00,49.7,53.2,95
Hyderabad,2025-12-13 00:00:00,49.7,53.2,95
Hyderabad,2025-12-13 01:00:00,52.9,56.5,90
Hyderabad,2025-12-13 01:00:00,52.9,56.5,90
Hyderabad,2025-12-13 01:00:00,52.9,56.5,90
Hyderabad,2025-12-13 02:00:00,61.0,64.7,84
Hyderabad,2025-12-13 02:00:00,61.0,64.7,84
Hyderabad,2025-12-13 02:00:00,61.0,64.7,84
Hyderabad,2025-12-13 03:00:00,56.5,59.1,86
Hyderabad,2025-12-13 03:00:00,56.5,59.1,86
Hyderabad,2025-12-13 03:00:00,56.5,59.1,86
Hyderabad,2025-12-13 04:00:00,31.5,34.3,107
Hyderabad,2025-12-13 04:00:00,31.5,34.3,107
Hyderabad,2025-12-13 04:00:00,31.5,34.3,107
Hyderabad,2025-12-13 05:00:00,24.4,26.8,136
Hyderabad,2025-12-13 05:00:00,24.4,26.8,136
Hyderabad,2025-12-13 05:00:00,24.4,26.8,136
Hyderabad,2025-12-13 06:00:00,22.8,24.7,159
Hyderabad,2025-12-13 06:00:00,22.8,24.7,159
Hyderabad,2025-12-13 06:00:00,22.8,24.7,159
Hyderabad,2025-12-13 07:00:00,23.0,24.7,169
Hyderabad,2025-12-13 07:00:00,23.0,24.7,169
Hyderabad,2025-12-13 07:00:00,23.0,24.7,169
Hyderabad,2025-12-13 08:00:00,23.1,24.9,172
Hyderabad,2025-12-13 08:00:00,23.1,24.9,172
Hyderabad,2025-12-13 08:00:00,23.1,24.9,172
Hyderabad,2025-12-13 09:00:00,23.1,24.8,170
Hyderabad,2025-12-13 09:00:00,23.1,24.8,170
Hyderabad,2025-12-13 09:00:00,23.1,24.8,170
Hyderabad,2025-12-13 10:00:00,22.9,24.7,161
Hyderabad,2025-12-13 10:00:00,22.9,24.7,161
Hyderabad,2025-12-13 10:00:00,22.9,24.7,161
Hyderabad,2025-12-13 11:00:00,23.2,24.9,145
Hyderabad,2025-12-13 11:00:00,23.2,24.9,145
Hyderabad,2025-12-13 11:00:00,23.2,24.9,145
Hyderabad,2025-12-13 12:00:00,27.8,29.2,129
Hyderabad,2025-12-13 12:00:00,27.8,29.2,129
Hyderabad,2025-12-13 12:00:00,27.8,29.2,129
Hyderabad,2025-12-13 13:00:00,34.1,35.5,110
Hyderabad,2025-12-13 13:00:00,34.1,35.5,110
Hyderabad,2025-12-13 13:00:00,34.1,35.5,110
Hyderabad,2025-12-13 14:00:00,38.0,39.2,91
Hyderabad,2025-12-13 14:00:00,38.0,39.2,91
Hyderabad,2025-12-13 14:00:00,38.0,39.2,91
Hyderabad,2025-12-13 15:00:00,39.8,41.2,77
Hyderabad,2025-12-13 15:00:00,39.8,41.2,77
Hyderabad,2025-12-13 15:00:00,39.8,41.2,77
Hyderabad,2025-12-13 16:00:00,41.2,42.6,74
Hyderabad,2025-12-13 16:00:00,41.2,42.6,74
Hyderabad,2025-12-13 16:00:00,41.2,42.6,74
Hyderabad,2025-12-13 17:00:00,42.6,44.0,77
Hyderabad,2025-12-13 17:00:00,42.6,44.0,77
Hyderabad,2025-12-13 17:00:00,42.6,44.0,77
Hyderabad,2025-12-13 18:00:00,42.7,44.2,82
Hyderabad,2025-12-13 18:00:00,42.7,44.2,82
Hyderabad,2025-12-13 18:00:00,42.7,44.2,82
Hyderabad,2025-12-13 19:00:00,42.1,43.7,88
Hyderabad,2025-12-13 19:00:00,42.1,43.7,88
Hyderabad,2025-12-13 19:00:00,42.1,43.7,88
Hyderabad,2025-12-13 20:00:00,42.1,43.7,96
Hyderabad,2025-12-13 20:00:00,42.1,43.7,96
Hyderabad,2025-12-13 20:00:00,42.1,43.7,96
Hyderabad,2025-12-13 21:00:00,42.8,44.4,102
Hyderabad,2025-12-13 21:00:00,42.8,44.4,102
Hyderabad,2025-12-13 21:00:00,42.8,44.4,102
Hyderabad,2025-12-13 22:00:00,43.5,45.2,107
Hyderabad,2025-12-13 22:00:00,43.5,45.2,107
Hyderabad,2025-12-13 22:00:00,43.5,45.2,107
Hyderabad,2025-12-13 23:00:00,44.4,45.9,111
Hyderabad,2025-12-13 23:00:00,44.4,45.9,111
Hyderabad,2025-12-13 23:00:00,44.4,45.9,111
Hyderabad,2025-12-14 00:00:00,45.8,47.4,112
Hyderabad,2025-12-14 00:00:00,45.8,47.4,112
Hyderabad,2025-12-14 00:00:00,45.8,47.4,112
Hyderabad,2025-12-14 01:00:00,50.1,51.6,108
Hyderabad,2025-12-14 01:00:00,50.1,51.6,108
Hyderabad,2025-12-14 01:00:00,50.1,51.6,108
Hyderabad,2025-12-14 02:00:00,59.8,61.2,101
Hyderabad,2025-12-14 02:00:00,59.8,61.2,101
Hyderabad,2025-12-14 02:00:00,59.8,61.2,101
Hyderabad,2025-12-14 03:00:00,52.7,53.8,102
Hyderabad,2025-12-14 03:00:00,52.7,53.8,102
Hyderabad,2025-12-14 03:00:00,52.7,53.8,102
Hyderabad,2025-12-14 04:00:00,34.7,36.0,119
Hyderabad,2025-12-14 04:00:00,34.7,36.0,119
Hyderabad,2025-12-14 04:00:00,34.7,36.0,119
Hyderabad,2025-12-14 05:00:00,31.5,32.9,143
Hyderabad,2025-12-14 05:00:00,31.5,32.9,143
Hyderabad,2025-12-14 05:00:00,31.5,32.9,143
Hyderabad,2025-12-14 06:00:00,27.9,29.3,161
Hyderabad,2025-12-14 06:00:00,27.9,29.3,161
Hyderabad,2025-12-14 06:00:00,27.9,29.3,161
Hyderabad,2025-12-14 07:00:00,26.6,28.0,168
Hyderabad,2025-12-14 07:00:00,26.6,28.0,168
Hyderabad,2025-12-14 07:00:00,26.6,28.0,168
Hyderabad,2025-12-14 08:00:00,26.1,27.7,170
Hyderabad,2025-12-14 08:00:00,26.1,27.7,170
Hyderabad,2025-12-14 08:00:00,26.1,27.7,170
Hyderabad,2025-12-14 09:00:00,26.0,27.6,166
Hyderabad,2025-12-14 09:00:00,26.0,27.6,166
Hyderabad,2025-12-14 09:00:00,26.0,27.6,166
Hyderabad,2025-12-14 10:00:00,25.7,27.5,157
Hyderabad,2025-12-14 10:00:00,25.7,27.5,157
Hyderabad,2025-12-14 10:00:00,25.7,27.5,157
Hyderabad,2025-12-14 11:00:00,26.0,27.8,142
Hyderabad,2025-12-14 11:00:00,26.0,27.8,142
Hyderabad,2025-12-14 11:00:00,26.0,27.8,142
Hyderabad,2025-12-14 12:00:00,31.2,32.6,126
Hyderabad,2025-12-14 12:00:00,31.2,32.6,126
Hyderabad,2025-12-14 12:00:00,31.2,32.6,126
Hyderabad,2025-12-14 13:00:00,38.1,39.6,107
Hyderabad,2025-12-14 13:00:00,38.1,39.6,107
Hyderabad,2025-12-14 13:00:00,38.1,39.6,107
Hyderabad,2025-12-14 14:00:00,42.5,43.9,86
Hyderabad,2025-12-14 14:00:00,42.5,43.9,86
Hyderabad,2025-12-14 14:00:00,42.5,43.9,86
Hyderabad,2025-12-14 15:00:00,45.6,47.0,72
Hyderabad,2025-12-14 15:00:00,45.6,47.0,72
Hyderabad,2025-12-14 15:00:00,45.6,47.0,72
Hyderabad,2025-12-14 16:00:00,48.3,49.7,68
Hyderabad,2025-12-14 16:00:00,48.3,49.7,68
Hyderabad,2025-12-14 16:00:00,48.3,49.7,68
Hyderabad,2025-12-14 17:00:00,49.9,51.3,71
Hyderabad,2025-12-14 17:00:00,49.9,51.3,71
Hyderabad,2025-12-14 17:00:00,49.9,51.3,71
Hyderabad,2025-12-14 18:00:00,50.3,51.8,75
Hyderabad,2025-12-14 18:00:00,50.3,51.8,75
Hyderabad,2025-12-14 18:00:00,50.3,51.8,75
Hyderabad,2025-12-14 19:00:00,49.9,51.5,80
Hyderabad,2025-12-14 19:00:00,49.9,51.5,80
Hyderabad,2025-12-14 19:00:00,49.9,51.5,80
Hyderabad,2025-12-14 20:00:00,50.3,51.9,87
Hyderabad,2025-12-14 20:00:00,50.3,51.9,87
Hyderabad,2025-12-14 20:00:00,50.3,51.9,87
Hyderabad,2025-12-14 21:00:00,51.0,52.7,93
Hyderabad,2025-12-14 21:00:00,51.0,52.7,93
Hyderabad,2025-12-14 21:00:00,51.0,52.7,93
Hyderabad,2025-12-14 22:00:00,51.8,53.6,98
Hyderabad,2025-12-14 22:00:00,51.8,53.6,98
Hyderabad,2025-12-14 22:00:00,51.8,53.6,98
Hyderabad,2025-12-14 23:00:00,52.6,54.4,102
Hyderabad,2025-12-14 23:00:00,52.6,54.4,102
Hyderabad,2025-12-14 23:00:00,52.6,54.4,102
Hyderabad,2025-12-15 00:00:00,54.4,56.1,104
Hyderabad,2025-12-15 00:00:00,54.4,56.1,104
Hyderabad,2025-12-15 00:00:00,54.4,56.1,104
Hyderabad,2025-12-15 01:00:00,59.3,61.0,101
Hyderabad,2025-12-15 01:00:00,59.3,61.0,101
Hyderabad,2025-12-15 01:00:00,59.3,61.0,101
Hyderabad,2025-12-15 02:00:00,69.6,71.5,97
Hyderabad,2025-12-15 02:00:00,69.6,71.5,97
Hyderabad,2025-12-15 02:00:00,69.6,71.5,97
Hyderabad,2025-12-15 03:00:00,58.0,59.1,101
Hyderabad,2025-12-15 03:00:00,58.0,59.1,101
